,sentence,polarity
4537,Hopefully this bodes for them going out of business and someone who can cook can come in.,0
4538,"It was either too cold, not enough flavor or just bad.",0
4539,"We came here for our parting meal... a bit of a brunch, I suppose.",2
4540,I loved the bacon wrapped dates.,1
4541,So for 2 people without a significant amount of food or drinks we ended up paying over 1$$ which is ridiculous for a pub.,2
4542,This is an unbelievable BARGAIN!,1
4543,"Also there's not outdoor patio, as you'll have to go back downstairs to the restaurant or exit the club to get any fresh air.",2
4544,"One of the best things about this place is the friendly, kind people who own/work at this restaurant.",2
4545,The folks at Otto always make us feel so welcome and special.,1
4546,"As for the ""mains,"" also uninspired.",0
4547,Came here and sat down right away.,2
4548,Patrick's Day in 2009.,2
4549,Ended up costing around $50 including tax and tip.,2
4550,The crepes were pretty good so I put up with the treatment for about five visits.,2
4551,The 1-thing?,2
4552,"I didn't like the clam steamer flavor, they had some kind of Italian seasoning on top, like oregano?",2
4553,"I responded with ""why are there no good Mexican food restaurants in Tempe?""",2
4554,I really like how they smoosh up the Kalamata olives so that the little crushed pieces are splattered all over the pizza.,2
4555,This is the place where I first had pho and it was amazing!!,1
4556,This wonderful experience made this place a must-stop whenever we are in town again.,1
4557,"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0
4558,Very very fun chef.,1
4559,You are already getting your meal comped!,2
4560,"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.",0
4561,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1
4562,"If it were possible to give them zero stars, they'd have it.",0
4563,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0
4564,"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1
4565,The mozzarella was extremely fresh but it was overwhelming with all the tomatoes in it.,2
4566,"All tables occupied, loud music bumping, and servers running around.",2
4567,"It's nothing fancy, frilly or Scottsdale...it's casual and comfortable.",2
4568,"And unfortunately, that continually seems to be the basis with which a restaurant is judged in this town.",2
4569,I'm sure many vegetarians who eat there probably feel the same way.,2
4570,"Of course, the only reason we had a menu was cause they were on the table, not because we were EVER greeted.",2
4571,It was a chicken stew flavored with walnuts and pomegranate.,2
4572,"Hmm, not really sold on this as a good place to have a drink.",2
4573,"The sea bass that my dad had was flavorful, but I'm a bigger fan of red meat.",2
4574,The owner said he didn't know.,2
4575,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0
4576,"I mean, it can't be that much.",2
4577,"Plenty of TVs inside will make this a great place to be for games,(but still classy enough us ladies will want to come with).",2
4578,about another 10 - 15 minutes passed before we got our nachos.,2
4579,"Everyone is very attentive, providing excellent customer service.",1
4580,Now that we found the wine club I may be here quite a bit more often.,2
4581,Julie and Mike were super nice and made my girlfriend and I feel welcome on our first visit to Mr Mama's.,2
4582,Horrible - don't waste your time and money.,0
4583,I thought I would try serendipity for dessert since it is quite popular and the idea of a frozen hot chocolate is interesting.,2
4584,"Even on a Sunday night, there were hardly any table to spare, including the outside balcony area.",2
4585,Now this dish was quite flavourful.,1
4586,The whole thing was smothered in cheese that could have stood to be melted a little more.,2
4587,"When I read about this sandwich on-line it said it had crispy tofu strips, so I guess I just assumed it would be hot.",2
4588,"Coming in, we were asked to wait for about 20 minutes to be seated.",2
4589,By this time our side of the restaurant was almost empty so there was no excuse.,0
4590,"(It wasn't busy either) Also, the building was FREEZING cold.",0
4591,"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0
4592,-Drinks took close to 30 minutes to come out at one point.,0
4593,"Frankly, It shouldnt have anything on the menu over $27.",2
4594,"I'll admit, even I took a second glance at the clean-shaven stud that took especially careful care of the ladies... and gents, in our group.",2
4595,I Yelp Wendy's and find this one is one just around the corner from where I'm staying.,2
4596,"Seriously flavorful delights, folks.",1
4597,Much better than the other AYCE sushi place I went to in Vegas.,1
4598,We came here on a Friday night with high hopes with great recommendations from friends.,2
4599,Don't worry; the M's got your tongue.,2
4600,The lighting is just dark enough to set the mood.,1
4601,"We were attending a matinee at the symphony and arrived 1.5 hours before and went to the restaurant, there was already a 45 minute wait.",2
4602,I had the Hunan Chicken and an Egg Roll.,2
4603,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0
4604,There were some definite pros and cons to this restaurant.,2
4605,Owner's are really great people.!,1
4606,They have a band that plays and a DJ to play when the band is taking a break.,2
4607,We ordered the octopus sushi and the octopus is no longer in it's fresh pink-red color and has been turned into gray.,2
4608,"Now, that's a different kind of virgin that I've heard of!",2
4609,There is nothing privileged about working/eating there.,0
4610,"We then ordered 3 dishes, Osso Buco (special), Linguine with sea food combo, and chicken marsala with linguine.",2
4611,"Salad...The caesar salad was tasty in the end, but the presentation was odd.",2
4612,The Greek dressing was very creamy and flavorful.,1
4613,The only good part of the breakfast was the bacon.,2
4614,"Cute decor, warm and friendly wait staff, and great food.",2
4615,"I am sory Surang's Thai, you are not for me.",2
4616,"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0
4617,Now the pizza itself was good the peanut sauce was very tasty.,1
4618,"I feel like this is a less well-know restaurant, at least for the average Madison diner.",2
4619,The mac and cheese was average.,2
4620,"I had the Rib Plate, mac n cheese and coleslaw.",2
4621,On top of that the sushi chef gave my family a dirty look for voicing our concerns with the food.,2
4622,We had 7 at our table and the service was pretty fast.,1
4623,We went here for my birthday during Restaurant Week.,2
4624,Plus I got two ice creams.,2
4625,"Boyfriend ordered the falafel sandwich ($5.25) and yam chips($1.99), I ordered the mushroom/halume pita ($6.50) with zucchini fritters ($2.99).",2
4626,Teriyaki chicken - This is more like a sweet soy sauce chicken.,2
4627,On to the food stuff... Our party of 8 ordered two bowls of chips to start the evening...at $5.95 a bowl!,2
4628,"I always enjoy a sqaure deal, and today was no exception.",2
4629,I eventually received coffee refills after throwing dirty looks at the young waitress who brags about also working at the Hard Rock steakhouse.,2
4630,Fantastic service here.,1
4631,I called and bring it to their manager's attention.,2
4632,I as well would've given godfathers zero stars if possible.,0
4633,The salmon sushi and sashimi were VERY good although portions were small.,2
4634,They know how to make them here.,1
4635,very tough and very short on flavor!,0
4636,First with the good.,2
4637,"Entrees: Dover sole - covered in dry, crusty bread crumbs, couldn't even taste the fish, and the broccolinis were mostly hard stem pieces.",2
4638,This is a little odd but I really liked that they gave a whole dill pickle slice for the pickle.,2
4639,I hope this place sticks around.,1
4640,Plus affordable prices?,2
4641,We paid for our food and got it to go and ended up giving it to a homeless guy on mill.,2
4642,"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0
4643,The restaurant atmosphere was exquisite.,1
4644,"It wasn't even during peak hours, they clearly don't ever clean up until closing time.",2
4645,They didn't even have to make anything for me.,2
4646,No room for dessert.,2
4647,I've been here many times as it is right down the road from my neighborhood.,2
4648,Can't wait!,2
4649,But this place is just not good any more.,2
4650,"Good service, very clean, and inexpensive, to boot!",1
4651,Decent casual atmosphere.,2
4652,In the past I have been treated well and with respect.,2
4653,And don't say restaurant Mexico!,2
4654,I'll say this... they should seriously consider selling the chili as a chili bowl separate.,2
4655,"Just bam, in your face.",2
4656,"By the power of Yelp, we found something off-the-beaten-path that only the locals know about and a few tourists willing to venture out here.",2
4657,- Sexy cocktails - Fabulous ambiance Cons: - My trout had too much lemon and I was too drunk to have the presence of mind to send it back.,2
4658,"The servers are friendly, but a little aloof.",2
4659,Both were great.,2
4660,The seafood was fresh and generous in portion.,1
4661,"Wildfish is right off of Camelback Rd, around the corner from South Bridge in Scottsdale.",2
4662,"For the discerning beef eater, there is a featured heart brand akaushi filet for $78, or snake river farms qagyu rib eye for $62.",2
4663,"Plus, it's only 8 bucks.",1
4664,"We ordered a fillet of steak, clam chowder, duet of lamb, Mac and cheese and asparagus.",2
4665,"We were not happy, but what could we do?",2
4666,"The service was not up to par, either.",0
4667,"Thus far, have only visited twice and the food was absolutely delicious each time.",1
4668,The packaging needs improvement.,2
4669,"No complaints about the service, and the veggies in the limited salad bar were fresh enough.",2
4670,Good luck having a conversation at a normal level.,2
4671,The food was good but not enough for me to go back again.,2
4672,They obviously did the restaurant.com deals to drum up business (it was nearly empty in there) and that is how they treat us?,2
4673,Both rolls tasted very 'fishy' which should never be the case.,2
4674,Guacamole came out with the meal- blamed on kitchen for the mistake.,2
4675,Just as good as when I had it more than a year ago!,1
4676,"For a self proclaimed coffee cafe, I was wildly disappointed.",0
4677,"), but this is obviously a classic tourist trap for overpriced food (and they go beyond what is overpriced!)",2
4678,"when we pointed this out to the waitress she did not seem surprised at all, on top of that she made no effort to get rid of it or kill it.",2
4679,The Veggitarian platter is out of this world!,1
4680,"Food was good, but I would spend my money somewhere else.",2
4681,The mo-hawk guy shrugs his shoulders and the manager walks away.,2
4682,I settled for an FP 8th street Ale.,2
4683,The remodel looks like it's going to be very schwanky too once it's complete in November.,2
4684,You cant go wrong with any of the food here.,1
4685,It was very noisy but aesthetically pleasing.,2
4686,Kevin O'Donnell is from the Texas Hold'em family of final tables and occasionally will play the tour.,2
4687,You can't beat that.,1
4688,"I'm not the douchebag here, buddy.",2
4689,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1
4690,The good food is gone.,2
4691,The chefs were friendly and did a good job.,1
4692,"We go to the Earl and get our sandwiches, I just ordered a simple ham and cheese and it blew my socks off.",2
4693,"If you've got the budget to blow and want a smart, nonfussy (or snobby) wine bar to chill at... this might be worth a look.",2
4694,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0
4695,I guess it just wasn't for me.,2
4696,I liked the patio and the service was outstanding.,1
4697,The goat taco didn't skimp on the meat and wow what FLAVOR!,1
4698,I think not again,0
4699,I would have rather had Golden Corral.,2
4700,"Since there were several of us dining that evening, we ordered pizzas across the menu and shared family style.",2
4701,I had the mac salad and it was pretty bland so I will not be getting that again.,0
4702,I'm allergic to onion.,2
4703,"The dip was spinachy enough, but mundane.",2
4704,"But whatevs, all looks the same in the end right?",2
4705,How on earth can you screw up a pulled pork sandwich-twice!,2
4706,"as I always do, I had a craving for sandwiches and decided to try a new place to order sandwiches from in the area.",2
4707,"They took the bags away, called the managers and confirmed it's just a sea creature that sometimes doesn't get filtered out.",2
4708,The Reuben sandwich lunch was half that.,2
4709,I went to Bachi Burger on a friend's recommendation and was not disappointed.,1
4710,Service stinks here!,0
4711,That is the Welcome Diner.,2
4712,"Well I'll say one thing from the get go, they named this place perfectly.",2
4713,Drive somewhere else vs.,2
4714,I waited and waited.,0
4715,The lunch was unexpectedly rushed due largely to my inability to find a parking spot (oops!),2
4716,The Grilled Chicken was kind of bland in my opinion.,2
4717,Anyone wanna buy it?,2
4718,"This place is not quality sushi, it is not a quality restaurant.",0
4719,"first, i dont eat rolls!",2
4720,My brother was ecstatic as can be when he first took a bite of this shaved ice.,2
4721,"Bathrooms are forever away, passing by the back-of-house restaurant rooms on the way.",2
4722,I would definitely recommend the wings as well as the pizza.,1
4723,Great Pizza and Salads!,1
4724,Things that went wrong: - They burned the saganaki.,0
4725,We waited an hour for what was a breakfast I could have done 100 times better at home.,0
4726,This place is amazing!,1
4727,The mock turkey they use is divine and the coleslaw & Russian dressing are so tasty!,2
4728,"Our group went with the seafood combination, which consisted of lobster tails, giant shrimps, calamari, and scallops.",2
4729,This is the second time in 2 months this has happened on different days.,2
4730,"The dates were sweet and melted in your mouth, offset by the crunchy bacon and almonds, the sharp blue cheese, and the savory red wine sauce.",2
4731,You get the point.,2
4732,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0
4733,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0
4734,Just don't know why they were so slow.,0
4735,"*Gave them two hours advance notice we had a party of 20, still waited 25 min.",2
4736,They are worth the $$.,2
4737,What's all the hype?,2
4738,The Garlic Garlic Shrimp had 9 good sized shrimp with the tails on served on a bed of raw cabbage.,2
4739,The upkeep of the interior could use some work.,2
4740,I initially said I wanted to get the all you can eat and then asked leaned that most of what I wanted to order was on the a la cart menu.,2
4741,Alberto was fun and made great martinis.,2
4742,"The staff is great, the food is delish, and they have an incredible beer selection.",1
4743,It was tasty but not outstanding.,2
4744,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0
4745,I was so impressed with the sister restaurant in New Orleans that I opted to make a reservation here for hubby's bday.,2
4746,I didn't know pulled pork could be soooo delicious.,1
4747,"You get incredibly fresh fish, prepared with care.",1
4748,So I was totally worried that Lolo's wouldn't live up to the hype.,2
4749,It has all the ingredients but comes up short time and again.,2
4750,"It was initially served in one dish, as opposed to 2 in the past, and the amount of marinara was barely covered the top of the eggplant.",2
4751,"The pretentious menu, the ""Denny's"" environment.",2
4752,"If you get the chance to have Albert wait on you, it will be a pleasure.",2
4753,Seat promptly - then waited.,2
4754,(: Ordered the quesadilla appetizer.,2
4755,"It was still breakfast time according to their posted menu (""till 11 a.m."").",2
4756,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0
4757,"The restaurant dining area echoed on the inside, which made for an interesting experience.",2
4758,I went here as part of a ginormous 30-person party and everything went pretty smoothly considering our group's size.,2
4759,Sadly our own waiter wasn't aware of this hitch because he never came near our table that whole time.,2
4760,You have to eat here when you have time late at night and are craving some Japanese flair.,2
4761,I love the fact that everything on their menu is worth it.,1
4762,The omelettes look more like accidents than exquisitely prepared dishes.,2
4763,When I go to the one in central Phoenix they have my sandwich ready by the time I fill my drink.,2
4764,Never again will I be dining at this place!,0
4765,The food was excellent and service was very good.,1
4766,Pity that I overlooked that when it mattered!,2
4767,It's hard to find Chinese food cooked for Chinese and not the american palette.,2
4768,"But fret not, my friend, for once the goods are placed before you, you can't help but forget the agony you endured waiting for it.",2
4769,A manager came up and yelled at the poor hostess in front of us.,2
4770,They're busy at lunchtime.,2
4771,"The food is okay, but the server wont refill you until you ask.",2
4772,A total of 8 orders for two people came to a little more than $17.,2
4773,Good beer & drink selection and good food selection.,1
4774,I will DEFINITELY come here again.,2
4775,"Lobster was like rubber) For such and expensive dish, blah and not worth the price tag(s).",2
4776,No waiting at this McDonalds.,2
4777,The onions and cilantro was fresh and the salsa was tangy.,2
4778,"She didn't try to sell us anything, talk about the craft beers, or pretend that we were helping to pay her check in any way, So we ordered.",2
4779,We ordered drinks and I was a little overwhelmed by the large cocktail menu.,2
4780,"If you don't know what you like- you can grab a slice of every meat to sample, then pile your plate with your faves.",2
4781,A manager came over and said they were trying to improve their menu.,2
4782,We had a ground level room with a sliding glass door facing the parking lot and a busy street.,2
4783,"People seem to love this place, but for me, I got a very ""corporatized"" feel from my first impression.",2
4784,Beware!!!!!!,2
4785,It was a little expensive but what do you expect for a steak house in Vegas.,2
4786,Please stay away from the shrimp stir fried noodles.,0
4787,You can't fake happy for that long!,2
4788,This is my go-to Chinese place.,2
4789,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0
4790,I like this new location compared to the old one BC parking is convenient and the restaurant is larger but still quaint.,2
4791,Food was really boring.,0
4792,Good Service-check!,1
4793,"I don't think it would have been a big deal to throw some veg into the juicer, but she preferred to turn away a customer.",2
4794,The salad was a handful of greens a pinch of cuc's and tomatoes.,2
4795,This greedy corporation will NEVER see another dime from me!,0
4796,I've been to numerous steak houses throughout the country and not one comes close!!,2
4797,"Will never, ever go back.",0
4798,"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0
4799,Then I proceeded to order the Duck Lo Mein.,2
4800,Service was also commendable.,2
4801,The food is good so the fun vibe is just icing.,2
4802,I like the vegetarian cheese burger but I don't eat cheese so I ask for it without the cheese.,2
4803,"Every time we go to Vegas, we make sure to hit this place up at least once for breakfast.",2
4804,"In the summer, you can dine in a charming outdoor patio - so very delightful.",1
4805,We waited another 20 minutes before being seated.,2
4806,I did not expect this to be so good!,1
4807,Fantastic food!,1
4808,She ordered a toasted English muffin that came out untoasted.,0
4809,"The Big Apple now serves breakfast all day long, focuses on buying local, and the breakfast menu is very good.",2
4810,"They discounted our food, not our drinks.",2
4811,The food was very good.,1
4812,I can't say enough about the great personalized service from the food runners and hosts to the servers and management.,2
4813,"Yet, when pressed, they still wouldn't reveal whether their ""cola"" was Coke, Pespi, or something else (some of us care, yo).",2
4814,They started learning our names.,2
4815,"Went for lunch and ordered the lunch special sweet and sour pork, it also came with egg drop soup, eggroll, and a drink.",2
4816,My only complaint would be that the melon that came on the side was a big slice that still had the rind on it.,2
4817,"I've seen food we ordered given away right in front of me, and then watched the new batch sit for many minutes before anyone decided to bag it up.",2
4818,I was starving and i wasn't craving anything while i was walking down Downtown Las Vegas.,2
4819,"Anyways, I heard beforehand they paid about $15 per person (25 people, you do the math) and read Yelp reviews on the place.",2
4820,Never going back.,0
4821,"There's no doubt they're busy, which is why at times your order can be a little bit slow.",2
4822,I went there with three of my coworkers while we were in Las Vegas.,2
4823,"Great food for the price, which is very high quality and house made.",1
4824,before any waiters acknowledged us.,2
4825,"We got a Voucher to the buffet, decided to use it for breakfast thinking that people can't really screw up breakfast...and I was wrong!",2
4826,I was injured walking into Calico Jack's because of their negligence.,2
4827,The bus boy on the other hand was so rude.,0
4828,We also shared the Local Roasted Cauliflower.,2
4829,My only issue was a small one.,2
4830,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0
4831,"I promptly, with a heavy heart and sad tummy, told the waitress about the dirt.",2
4832,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1
4833,Haven't been here since they've changed management.,2
4834,"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1
4835,"I was honestly more excited about drinks and dessert, so I didn't order an actual ""meal.""",2
4836,They came with chorizo which was minced and sprinkled over the mussels.,2
4837,"The chicken madras, vindaloo or hurri mirchi are my favourites however this is one of the few places I have enjoyed the milder creamier curries from.",2
4838,This plate is so big you can easily split it w someone.,2
4839,So I ordered a regular ketchup and all I could say think was I want some Heinz dangit!,2
4840,We got there about 7PM on a Friday night... and the place was really dead.,2
4841,I'm not sure if it's even open for business.,2
4842,All the bread is made in-house!,1
4843,The only downside is the service.,0
4844,"Also, the fries are without a doubt the worst fries I've ever had.",0
4845,Service was exceptional and food was a good as all the reviews.,1
4846,"A couple of months later, I returned and had an amazing meal.",1
4847,I usually order take out from here when we are not in the mood to cook dinner.,2
4848,"There's a huge menu of hot drinks, shots, blended drinks, and of course, anything iced.",2
4849,Favorite place in town for shawarrrrrrma!!!!!!,1
4850,"It was a lovely meal, lovely building, but it was not relaxing.",2
4851,"Don't get me wrong, I like spicy food but if I order something I expect to get what I paid for.",2
4852,The black eyed peas and sweet potatoes... UNREAL!,1
4853,They also agreed to some of my special requests... so.,2
4854,We've had China Mama on our list for a few months and finally made it over there last week.,2
4855,When it initially opened I gave it three stars.,2
4856,Very similar to Ted's in Tempe.,2
4857,The Bun Rieu is in the $9.00 range but the flavor and ingredients are top notch.,2
4858,"The standouts for us were the ""Monkey Cakes"" which were very nicely cooked pancakes with bananas and slivered almonds in the batter, very yummy!",2
4859,You won't be disappointed.,1
4860,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1
4861,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0
4862,"All no dairy or chicken broth used, vegaterian vegan friendly.",2
4863,When my mom and I got home she immediately got sick and she only had a few bites of salad.,0
4864,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0
4865,"We brought it to the attention of the gal taking orders, and were offered a replacement (pass) but no refund.",2
4866,I love coming here for a late night snack... carna asada flatbread & a stella~!I love the Western theme...they didsuch a good job!,2
4867,The blueberry muffin I had to go with it didn't hurt my feelings either.,2
4868,I just wish they would open a place near the Biltmore where I live.,2
4869,"Both of them were truly unbelievably good, and I am so glad we went back.",1
4870,"We had fantastic service, and were pleased by the atmosphere.",1
4871,What deserves 3-4 stars: - The frites and classic mayo dipping sauce are absolutely delicious.,2
4872,Drive out of your way to find a Long John Silvers you will be way better off.,2
4873,"However, when it arrived it didn't have grilled onions, as advertised.",2
4874,I'll save my Omakase dollars for Austin's Uchi.,2
4875,They run around looking so busy.. But I seriously don't see them doing anything.. And the food here is just plain horrible!,2
4876,"No wonder this place is always packed, people are mesmerized by fire.",2
4877,Everything was gross.,0
4878,There were plenty of open table.,2
4879,I love this place.,1
4880,Great service and food.,1
4881,"And even though I'm close to senility, I eventually realized that it wasn't me!",2
4882,"Drop the prices to $5 and at least get some cash flow going and people in the doors, even if you'll take a loss.",2
4883,Maybe we resembled someone he hated.,2
4884,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0
4885,"Ok, maybe that's the norm...it was still good, not the best I've had but ok.",2
4886,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0
4887,This is a real Hash House with several different kinds of hash!!,2
4888,"OMG, the food was delicioso!",1
4889,"And ""Urban Spoon""- get busy!",2
4890,"In regards to the meat, it's comparable to any wonderful steakhouse I've ever been to.",2
4891,Even when we were completely come eating we could not find her.,2
4892,There is nothing authentic about this place.,0
4893,the spaghetti is nothing special whatsoever.,0
4894,"Of all the dishes, the salmon was the best, but all were great.",1
4895,PS - Try a sandwich on the house-made bread they have.,2
4896,I finally noticed a guy sitting inside.,2
4897,"Since we were in Vegas, we gotta save money somehow right?",2
4898,The vegetables are so fresh and the sauce feels like authentic Thai.,1
4899,Florindinos is more authentic,2
4900,"The food itself was fine, even good.",2
4901,It's worth driving up from Tucson!,1
4902,Ordered a wine and beer and an antipasti plate.,2
4903,My wife and I had heard about this place and about their happy hour (Revive @ 5) menu.,2
4904,The selection was probably the worst I've seen in Vegas.....there was none.,0
4905,Pretty good beer selection too.,1
4906,"There are not a ton of selections, which I hope meant that the ones they did have were really good.",2
4907,"This place is like Chipotle, but BETTER.",1
4908,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1
4909,5 stars for the brick oven bread app!,1
4910,"It might have been a one time thing, or maybe the guy didn't notice.",2
4911,"I have eaten here multiple times, and each time the food was delicious.",1
4912,"Sausage was gross, brisket average, prime rib rubbery and bland and the lamb chop was average.",2
4913,We sat another ten minutes and finally gave up and left.,0
4914,"I have to admit, my expectations were lowered after reading several of the reviews, but I was pleasantly surprised.",2
4915,"I thought there wasn't enough sauce, so I asked for more sauce, but the sauce was very thin and watery, and just lacked flavor.",2
4916,After the meal we let Travis know again that we would like a box for the pot stickers and that we still NEVER got our spring rolls.,2
4917,"The sweet potato fries could have standed to be crunchier, but the flavor was there and the sandwich was quite tasty.",2
4918,I kept coming back thinking that maybe with the changes eventually stuff would work itself out and get back to normal.,2
4919,He was terrible!,0
4920,Everyone is treated equally special.,1
4921,It shouldn't take 30 min for pancakes and eggs.,0
4922,It was delicious!!!,1
4923,Not at all what I have come to expect from this place.,2
4924,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1
4925,"The only one who ate the food was my husband, who said it was o.k.",2
4926,"So I was under the impression that when you use the urinal, that is what you are allegedly drinking if you order draft beer.",2
4927,"Extra sour cream, $1.00.",2
4928,"The grilled octopus with broccoli raabi was tasty and nicely cooked, but could have been better seasoned.",2
4929,My ex is more familiar with japanese dishes so I let her do the ordering and I do the eating.,2
4930,I learned the building was originally a department store.,2
4931,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0
4932,Next stop was the carving line.,2
4933,"T was smiling the whole time while eating it, but was unable to finish the large portion, so that was destined to be her lunch the next day.",2
4934,Had a better 6.00 dollar burger at a famous fast food chain.,2
4935,2) The food cannot really be called that.,2
4936,We've been coming here since '07.,2
4937,As always the evening was wonderful and the food delicious!,1
4938,I had to dissect my wrap in order to remove bits of bacon and could taste it in every bite.,2
4939,Best fish I've ever had in my life!,1
4940,I could not get beyond the oddness of this one.,2
4941,The highlight of the experience was the Michelada I ordered with Modelo Especial which was made perfectly.,2
4942,I tried this place based on a recommendation of a co-worker.,2
4943,"After much hype about the lobster club, we went for lunch last weekend.",2
4944,(The bathroom is just next door and very nice.),1
4945,"We won't be returning, which is sad because we think the atmosphere is one of the best in the west valley.",2
4946,Apparently they have a HUGE soccer following..we were there in January.,2
4947,The buffet is small and all the food they offered was BLAND.,0
4948,I must say that Walking Stick Resort and Casino is truly impressive and Wandering Horse is definitely deserving of its place here.,2
4949,Dont understand the rating food was very average.,2
4950,Make a reservation!,2
4951,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1
4952,This round was by far the best part of our visit to this establishment.,2
4953,The free pops were also appreciated.,2
4954,Pretty cool I would say.,1
4955,"$8.99 is nothing in comparison to the prices at Stir Crazy in Illinois and other similar concepts, but I guess ignorance is bliss.",2
4956,"My favorite was always Wednesday night soup with their Chicken Enchilada Soup, but they have changed it somehow.",2
4957,"Amazing food, and I wish it was a little closer to me so I could go there on my lunch breaks at work.",2
4958,I drank 3 bottles of it..... in 2 hours.,2
4959,Lon's is not a bad restaurant....its simply not the excellent gem it once was :( 1) Only 1 chocolate dish on the dessert menu.,2
4960,But not today.,2
4961,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0
4962,At this point we had a long day and were over the experience.,2
4963,"I won't avoid this place for a normal dining experience based on today, but I will pass when it comes to a sporting event that I really want hear.",2
4964,Server did a great job handling our large rowdy table.,1
4965,We ordered the plantain spring rolls with mango chutney.,2
4966,"We did find out they have loaner sport coats, how wonderful.",2
4967,DJ points to his screen.,2
4968,"I find wasting food to be despicable, but this just wasn't food.",0
4969,"And compared to the SF restaurant, this place was a real bargain...heh heh, which I know isn't saying much.",2
4970,My wife had the Lobster Bisque soup which was lukewarm.,0
4971,"Even though that is the correct portion size, I guess you are just so used to seeing huge slabs of meat when you order steak!",2
4972,Service was nice but not particularly warm or anything.,2
4973,"Well after being out of the country for quite some time, my sister and I wanted some real Italian food.",2
4974,"So, onto the actual reason of Topgolf: Golf games!",2
4975,Would come back again if I had a sushi craving while in Vegas.,1
4976,Green's success lies in the adage that some people will eat ANYTHING.,2
4977,"Instead it's quite light, with a fair amount of TVs.",2
4978,"Came here after watching ""O"" just down the hall and all I can say is WOW (to Fix, not the crazy Cirque du Soleil show).",2
4979,"The staff are great, the ambiance is great.",1
4980,"Looking around, it looks like they have live entertainment to perform here and there.",2
4981,"All night, I was determined to have a good time, dammit.",2
4982,"In fact, I really enjoyed the staggering of appetizers so that I could enjoy each one individually.",2
4983,He deserves 5 stars.,1
4984,I left with a stomach ache and felt sick the rest of the day.,0
4985,I was floored at the bad reviews when I truly thought it was delicious.,2
4986,Did we get a lot of chips?,2
4987,We ordered the Calamari for an appetizer and my boys loved it.,2
4988,Pulled pork sliders.,2
4989,They dropped more than the ball.,0
4990,"The dining space is tiny, but elegantly decorated and comfortable.",1
4991,By the time we got out of there it was almost 11:00 and the mall the restaurant is located in was closed.,2
4992,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1
4993,"Scenery isn't much to look at, but who's griping when you can play year round?",2
4994,Less hassle for us and more time to have a chat.,2
4995,And the beans and rice were mediocre at best.,0
4996,We decided to go with the ahi tuna appetizer.,2
4997,I usually don't write about chains unless I feel really strongly about it.,2
4998,I'll stick to five guys.,2
4999,Best tacos in town by far!!,1
5000,I took back my money and got outta there.,0
5001,"In an interesting part of town, this place is amazing.",1
5002,Drink though can get a bit pricy.,2
5003,"She finally waved down the other bartender, I forget his name, i think gene or something, for assistance.",2
5004,RUDE & INCONSIDERATE MANAGEMENT.,0
5005,So when I ran my card I was pretty baffled that meal totaled over $15 bucks!,2
5006,"My favorite would be the brisket, which is what I always get in my pho.",2
5007,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0
5008,Pretty decent for a small coffeehouse/eatery.,2
5009,I won't be back.,0
5010,They have great dinners.,1
